"","date","WTMP_avg"
"798",2017-01-10,42.08125
"799",2017-01-10,42.08125
"800",2017-01-10,42.08125
"801",2017-01-11,30.9075
"802",2017-01-11,30.9075
"803",2017-01-11,30.9075
"804",2017-01-11,30.9075
"805",2017-01-11,30.9075
"806",2017-01-11,30.9075
"807",2017-01-11,30.9075
"808",2017-01-11,30.9075
"809",2017-01-11,30.9075
"810",2017-01-11,30.9075
"811",2017-01-11,30.9075
"812",2017-01-11,30.9075
"813",2017-01-11,30.9075
"814",2017-01-11,30.9075
"815",2017-01-11,30.9075
"816",2017-01-11,30.9075
"817",2017-01-11,30.9075
"818",2017-01-11,30.9075
"819",2017-01-11,30.9075
"820",2017-01-11,30.9075
"821",2017-01-11,30.9075
"822",2017-01-11,30.9075
"823",2017-01-11,30.9075
"824",2017-01-11,30.9075
"825",2017-01-11,30.9075
"826",2017-01-11,30.9075
"827",2017-01-11,30.9075
"828",2017-01-11,30.9075
"829",2017-01-11,30.9075
"830",2017-01-11,30.9075
"831",2017-01-11,30.9075
"832",2017-01-11,30.9075
"833",2017-01-11,30.9075
"834",2017-01-11,30.9075
"835",2017-01-11,30.9075
"836",2017-01-11,30.9075
"837",2017-01-11,30.9075
"838",2017-01-11,30.9075
"839",2017-01-11,30.9075
"840",2017-01-11,30.9075
"841",2017-01-11,30.9075
"842",2017-01-11,30.9075
"843",2017-01-11,30.9075
"844",2017-01-11,30.9075
"845",2017-01-11,30.9075
"846",2017-01-11,30.9075
"847",2017-01-11,30.9075
"848",2017-01-11,30.9075
"849",2017-01-11,30.9075
"850",2017-01-11,30.9075
"851",2017-01-11,30.9075
"852",2017-01-11,30.9075
"853",2017-01-11,30.9075
"854",2017-01-11,30.9075
"855",2017-01-11,30.9075
"856",2017-01-11,30.9075
"857",2017-01-11,30.9075
"858",2017-01-11,30.9075
"859",2017-01-11,30.9075
"860",2017-01-11,30.9075
"861",2017-01-11,30.9075
"862",2017-01-11,30.9075
"863",2017-01-11,30.9075
"864",2017-01-11,30.9075
"865",2017-01-11,30.9075
"866",2017-01-11,30.9075
"867",2017-01-11,30.9075
"868",2017-01-11,30.9075
"869",2017-01-11,30.9075
"870",2017-01-11,30.9075
"871",2017-01-11,30.9075
"872",2017-01-11,30.9075
"873",2017-01-11,30.9075
"874",2017-01-11,30.9075
"875",2017-01-11,30.9075
"876",2017-01-11,30.9075
"877",2017-01-11,30.9075
"878",2017-01-11,30.9075
"879",2017-01-11,30.9075
"880",2017-01-11,30.9075
"881",2017-01-12,44.8875
"882",2017-01-12,44.8875
"883",2017-01-12,44.8875
"884",2017-01-12,44.8875
"885",2017-01-12,44.8875
"886",2017-01-12,44.8875
"887",2017-01-12,44.8875
"888",2017-01-12,44.8875
"889",2017-01-12,44.8875
"890",2017-01-12,44.8875
"891",2017-01-12,44.8875
"892",2017-01-12,44.8875
"893",2017-01-12,44.8875
"894",2017-01-12,44.8875
"895",2017-01-12,44.8875
"896",2017-01-12,44.8875
"897",2017-01-12,44.8875
"898",2017-01-12,44.8875
"899",2017-01-12,44.8875
"900",2017-01-12,44.8875
"901",2017-01-12,44.8875
"902",2017-01-12,44.8875
"903",2017-01-12,44.8875
"904",2017-01-12,44.8875
"905",2017-01-12,44.8875
"906",2017-01-12,44.8875
"907",2017-01-12,44.8875
